iter	Weibull_scale_IR(1.1)	Weibull_scale_IR(1.2)	Weibull_scale_SR(2.1)	Weibull_scale_SR(2.2)	Weibull_scale_ER(3.1)	Weibull_slope_ER(3.1)	Weibull_scale_ER(3.2)	Weibull_slope_ER(3.2)	LnPrior	LnData	LnPosterior
34	0.13465	0.18005	2.90409	2.94379	2.47183	2.12332	1.37592	5.70045	-1.271388e+001	-1.766010e+002	-1.893149e+002
35	0.13465	0.18005	2.90409	2.94379	2.47183	2.12332	1.37592	5.5899	-1.271388e+001	-1.771806e+002	-1.898944e+002
36	0.13465	0.18005	2.72238	2.94379	2.47183	2.12332	1.37592	5.83747	-1.271388e+001	-1.758025e+002	-1.885163e+002
37	0.13465	0.18005	2.72238	2.94379	2.47183	2.12332	1.37592	5.83747	-1.271388e+001	-1.758025e+002	-1.885163e+002
38	0.13465	0.18005	2.61489	2.94379	2.47183	2.12332	1.37592	5.83747	-1.271388e+001	-1.759722e+002	-1.886861e+002
39	0.13465	0.18005	2.45577	2.94379	2.47183	1.96502	1.37592	5.83747	-1.271388e+001	-1.763255e+002	-1.890394e+002
40	0.13465	0.18005	2.45577	2.77512	2.47183	1.96502	1.37592	5.78341	-1.271388e+001	-1.771222e+002	-1.898361e+002
41	0.13465	0.18005	2.45577	2.77512	2.47183	1.96502	1.37592	5.78341	-1.271388e+001	-1.771222e+002	-1.898361e+002
42	0.13465	0.18005	2.50408	3.08964	2.47183	1.96502	1.37592	5.47756	-1.271388e+001	-1.777994e+002	-1.905133e+002
43	0.13465	0.18005	2.50408	3.08964	2.47183	1.96502	1.37592	5.81074	-1.271388e+001	-1.760514e+002	-1.887653e+002
44	0.13465	0.18005	2.50408	3.08964	2.47183	1.96502	1.37592	5.81074	-1.271388e+001	-1.760514e+002	-1.887653e+002
45	0.13465	0.18005	2.50408	3.23803	2.47183	1.96502	1.37592	5.81074	-1.271388e+001	-1.763267e+002	-1.890406e+002
46	0.13465	0.18005	2.82506	3.23803	2.47183	2.10527	1.37592	5.81074	-1.271388e+001	-1.759966e+002	-1.887105e+002
47	0.13465	0.18005	2.82506	3.23803	2.47183	2.10527	1.37592	5.81074	-1.271388e+001	-1.759966e+002	-1.887105e+002
48	0.13465	0.18005	2.82506	3.23803	2.47183	2.10527	1.37592	5.81074	-1.271388e+001	-1.759966e+002	-1.887105e+002
49	0.13465	0.18005	2.82506	3.23803	2.49077	2.10527	1.37592	5.85176	-1.271388e+001	-1.758453e+002	-1.885591e+002
50	0.13465	0.18005	2.82506	2.94188	2.49077	2.10527	1.37592	5.85176	-1.271388e+001	-1.756647e+002	-1.883786e+002
51	0.190239	0.18005	2.82506	3.1787	2.49077	2.00628	1.40193	5.85176	-1.271388e+001	-1.738562e+002	-1.865701e+002
52	0.190239	0.18005	2.82506	2.95435	2.49077	2.14993	1.39109	5.85176	-1.271388e+001	-1.748622e+002	-1.875761e+002
53	0.190239	0.178564	2.82506	3.21775	2.49077	2.14993	1.39109	5.85176	-1.271388e+001	-1.749527e+002	-1.876666e+002
54	0.190239	0.173204	2.56128	3.31556	2.49077	2.09776	1.39109	5.85176	-1.271388e+001	-1.749295e+002	-1.876434e+002
55	0.190239	0.210935	3.05748	3.31556	2.49077	1.97777	1.39109	5.85176	-1.271388e+001	-1.783704e+002	-1.910843e+002
56	0.171109	0.153802	2.58899	2.97788	2.56951	1.97777	1.39109	5.85176	-1.271388e+001	-1.728154e+002	-1.855292e+002
57	0.171109	0.178784	2.62981	3.39514	2.56951	1.60074	1.38099	5.85176	-1.271388e+001	-1.777777e+002	-1.904916e+002
58	0.171109	0.178784	3.0285	3.39514	2.56951	1.60074	1.38099	5.87211	-1.271388e+001	-1.783381e+002	-1.910520e+002
59	0.151878	0.136913	3.03047	3.39514	2.56951	1.60074	1.38099	5.87211	-1.271388e+001	-1.814833e+002	-1.941971e+002
60	0.151878	0.136913	2.88795	3.39514	2.75427	1.71566	1.37339	5.87211	-1.271388e+001	-1.763143e+002	-1.890281e+002
61	0.151878	0.136913	2.61899	3.39514	2.75427	1.71566	1.37339	5.87211	-1.271388e+001	-1.762828e+002	-1.889967e+002
62	0.151878	0.182643	2.79649	3.39514	2.75427	1.71566	1.33929	5.87211	-1.271388e+001	-1.760613e+002	-1.887752e+002
63	0.151878	0.182643	2.75874	3.45321	2.75427	1.71566	1.33929	5.87211	-1.271388e+001	-1.763719e+002	-1.890858e+002
64	0.151878	0.187995	2.75874	3.45321	2.75427	1.71169	1.33929	5.84052	-1.271388e+001	-1.769639e+002	-1.896777e+002
65	0.151878	0.187995	2.55984	3.45321	2.75427	1.71169	1.33926	5.84052	-1.271388e+001	-1.773235e+002	-1.900373e+002
66	0.151878	0.187995	2.55984	3.29462	2.75427	1.71169	1.38386	5.84052	-1.271388e+001	-1.733277e+002	-1.860415e+002
67	0.151878	0.187995	2.93909	3.16603	2.84373	1.71169	1.37945	5.84052	-1.271388e+001	-1.728036e+002	-1.855175e+002
68	0.151878	0.170939	2.73377	3.16603	2.84373	1.66023	1.37945	5.63867	-1.271388e+001	-1.728674e+002	-1.855813e+002
69	0.151878	0.170939	2.73377	3.16603	2.84373	1.66023	1.39765	5.71137	-1.271388e+001	-1.717736e+002	-1.844875e+002
70	0.151878	0.170939	2.73377	3.24867	2.84373	1.66023	1.39765	5.98144	-1.271388e+001	-1.718185e+002	-1.845324e+002
71	0.151878	0.170939	2.73377	3.11986	2.84373	1.7009	1.39765	5.98144	-1.271388e+001	-1.713140e+002	-1.840279e+002
72	0.151878	0.175444	2.73377	3.11986	2.84373	1.7009	1.38859	5.98144	-1.271388e+001	-1.713498e+002	-1.840637e+002
73	0.151878	0.175444	2.8852	3.11986	2.84373	1.78136	1.40234	5.98144	-1.271388e+001	-1.717024e+002	-1.844162e+002
74	0.192218	0.175444	2.8562	2.86259	2.84373	1.78136	1.40234	5.98144	-1.271388e+001	-1.732750e+002	-1.859889e+002
75	0.192218	0.175444	2.8562	2.86259	2.84373	1.78136	1.4036	5.98144	-1.271388e+001	-1.732977e+002	-1.860116e+002
76	0.192218	0.191972	2.8562	2.77229	2.95114	1.78136	1.4036	5.98144	-1.271388e+001	-1.754327e+002	-1.881466e+002
77	0.192218	0.191972	2.8562	2.77229	2.56542	1.78136	1.40736	5.98144	-1.271388e+001	-1.761707e+002	-1.888846e+002
78	0.192218	0.191972	2.90048	3.31163	2.56542	2.00139	1.39896	5.98144	-1.271388e+001	-1.751926e+002	-1.879064e+002
79	0.192218	0.180946	2.92098	3.31163	2.56542	1.85371	1.39896	5.98144	-1.271388e+001	-1.745845e+002	-1.872984e+002
80	0.192218	0.158092	2.75422	3.08442	2.56542	1.85371	1.42063	5.98144	-1.271388e+001	-1.745742e+002	-1.872881e+002
81	0.192218	0.152821	2.74958	3.08442	2.52605	2.08589	1.42063	5.88662	-1.271388e+001	-1.752172e+002	-1.879311e+002
82	0.192218	0.143563	3.11411	3.27897	2.52605	2.08589	1.38775	5.88662	-1.271388e+001	-1.777731e+002	-1.904869e+002
83	0.155243	0.160548	2.64781	2.78159	2.52605	2.08589	1.37636	5.88662	-1.271388e+001	-1.740239e+002	-1.867378e+002
84	0.159049	0.160548	2.64781	2.93578	2.52605	2.08589	1.3937	5.44073	-1.271388e+001	-1.742326e+002	-1.869465e+002
85	0.159049	0.141447	2.63436	2.93578	2.52605	1.89828	1.40842	5.44073	-1.271388e+001	-1.750038e+002	-1.877177e+002
86	0.159049	0.15743	2.63436	2.93578	2.52605	1.89828	1.37191	5.36094	-1.271388e+001	-1.764275e+002	-1.891414e+002
87	0.159049	0.155437	2.72775	2.93578	2.52605	1.89828	1.45863	5.36094	-1.271388e+001	-1.723705e+002	-1.850844e+002
88	0.159049	0.156333	2.72775	2.85407	2.52605	1.89828	1.45863	5.36094	-1.271388e+001	-1.725348e+002	-1.852487e+002
89	0.159049	 0.16	2.51509	2.86205	2.52605	1.89828	1.45863	5.36094	-1.271388e+001	-1.728265e+002	-1.855404e+002
90	0.159049	 0.16	2.51509	2.86205	2.8152	1.55446	1.46453	5.36094	-1.271388e+001	-1.738002e+002	-1.865141e+002
91	0.159049	0.137071	2.51509	2.93316	2.8152	1.54089	1.46453	5.39397	-1.271388e+001	-1.766984e+002	-1.894123e+002
92	0.159049	0.18494	2.76261	3.22268	2.9921	1.54089	1.42236	5.39397	-1.271388e+001	-1.725942e+002	-1.853081e+002
93	0.159049	0.148994	2.67529	3.22268	2.9921	1.54089	1.42236	5.88844	-1.271388e+001	-1.736938e+002	-1.864077e+002
94	0.159049	0.188533	2.57461	2.85116	2.9921	1.54089	1.39237	5.88844	-1.271388e+001	-1.731701e+002	-1.858840e+002
95	0.159049	0.188533	2.73078	2.84586	2.9921	1.54089	1.39237	5.88844	-1.271388e+001	-1.728897e+002	-1.856036e+002
96	0.159049	0.182607	2.73078	2.84586	3.0725	1.54089	1.39237	5.88844	-1.271388e+001	-1.723848e+002	-1.850987e+002
97	0.159049	0.182607	2.73078	2.84586	2.92982	1.54089	1.39237	5.88844	-1.271388e+001	-1.728283e+002	-1.855422e+002
98	0.159049	0.182607	3.10382	3.27649	3.14802	1.54089	1.39237	5.68867	-1.271388e+001	-1.741262e+002	-1.868401e+002
99	0.159049	0.182607	2.53925	3.16974	3.14802	1.54089	1.39237	5.68867	-1.271388e+001	-1.730856e+002	-1.857995e+002
100	0.159049	0.182607	2.79882	3.34323	3.24349	1.54089	1.42187	5.5529	-1.271388e+001	-1.732740e+002	-1.859879e+002
101	0.159049	0.177677	2.81808	3.34323	2.93396	1.54089	1.42187	5.70129	-1.271388e+001	-1.728813e+002	-1.855951e+002
102	0.149664	0.177677	3.15689	3.68547	2.93396	1.54089	1.4325	5.37808	-1.271388e+001	-1.771198e+002	-1.898337e+002
103	0.149664	0.177677	2.92989	3.25837	2.93396	1.54089	1.4325	5.96858	-1.271388e+001	-1.745937e+002	-1.873076e+002
104	0.185828	0.177677	2.92989	3.25837	3.19433	1.54089	1.4325	5.95675	-1.271388e+001	-1.749972e+002	-1.877111e+002
105	0.185828	0.177677	2.95702	3.25837	3.08056	1.46772	1.35902	5.8764	-1.271388e+001	-1.758716e+002	-1.885854e+002
106	0.185828	0.177677	2.61837	3.25837	3.08056	1.46772	1.35902	5.8764	-1.271388e+001	-1.756119e+002	-1.883258e+002
107	0.185828	0.177677	2.61837	3.25026	3.00066	1.46772	1.41622	5.82225	-1.271388e+001	-1.745950e+002	-1.873089e+002
108	0.185828	0.157355	2.41977	3.54176	3.00066	1.46772	1.41622	5.48872	-1.271388e+001	-1.775289e+002	-1.902428e+002
109	0.154197	0.157355	2.41977	3.2207	3.00066	1.46772	1.44907	5.32831	-1.271388e+001	-1.745877e+002	-1.873016e+002
110	0.154197	0.149963	2.41977	3.03647	3.10651	1.46772	1.45233	5.22688	-1.271388e+001	-1.744200e+002	-1.871339e+002
111	0.154197	0.149963	2.66365	3.03647	3.10651	1.46772	1.45233	5.22688	-1.271388e+001	-1.733521e+002	-1.860659e+002
112	0.154197	0.149963	2.53158	2.97976	3.09882	1.45206	1.47724	4.99372	-1.271388e+001	-1.735000e+002	-1.862139e+002
113	0.154197	0.149963	2.53158	2.97976	3.09882	1.45206	1.47724	4.99372	-1.271388e+001	-1.735000e+002	-1.862139e+002
114	0.154197	0.149963	2.53158	2.97976	3.09882	1.69081	1.47724	5.30632	-1.271388e+001	-1.738432e+002	-1.865571e+002
115	0.154197	0.149963	2.53158	3.03977	2.86372	1.69081	1.41585	5.30632	-1.271388e+001	-1.733908e+002	-1.861046e+002
116	0.154197	0.155609	2.91658	3.03977	2.86372	1.69081	1.41585	5.57896	-1.271388e+001	-1.719809e+002	-1.846948e+002
117	0.154197	0.196794	2.91658	3.03977	2.95703	1.69081	1.41585	5.69057	-1.271388e+001	-1.729425e+002	-1.856564e+002
118	0.173438	0.196794	2.91658	3.03977	2.88117	1.51259	1.41585	5.40141	-1.271388e+001	-1.752434e+002	-1.879573e+002
119	0.173438	0.196794	2.91658	3.03977	2.88117	1.51259	1.37874	5.40141	-1.271388e+001	-1.776679e+002	-1.903818e+002
120	0.173438	0.196794	2.60029	3.19418	2.91641	1.51259	1.43457	5.70486	-1.271388e+001	-1.748554e+002	-1.875692e+002
121	0.182084	0.196794	2.4174	2.97063	2.90056	1.51259	1.43457	5.71665	-1.271388e+001	-1.763876e+002	-1.891015e+002
122	0.182084	0.196794	2.30832	2.97063	3.00064	1.5833	1.43457	5.48552	-1.271388e+001	-1.754297e+002	-1.881436e+002
123	0.182084	0.196794	2.47957	2.97063	3.09601	1.51515	1.46259	5.48552	-1.271388e+001	-1.749483e+002	-1.876622e+002
124	0.182084	0.185232	2.47957	2.97063	3.13449	1.51515	1.46259	5.27092	-1.271388e+001	-1.733066e+002	-1.860205e+002
125	0.182084	0.185232	2.47957	2.97063	2.9379	1.46899	1.46259	4.98492	-1.271388e+001	-1.748582e+002	-1.875721e+002
126	0.182084	0.185232	2.47957	2.97063	2.9379	1.46899	1.46259	4.99163	-1.271388e+001	-1.748468e+002	-1.875607e+002
127	0.182084	0.168598	3.01254	2.97063	2.9379	1.46899	1.50546	4.92243	-1.271388e+001	-1.731694e+002	-1.858833e+002
128	0.188331	0.168598	2.32155	2.97063	2.9379	1.46899	1.50546	4.69236	-1.271388e+001	-1.746336e+002	-1.873475e+002
129	0.188331	0.168598	2.29145	2.97063	3.05793	1.46899	1.5197	4.3077	-1.271388e+001	-1.737918e+002	-1.865057e+002
130	0.188331	0.168598	2.34829	2.97063	3.14332	1.46899	1.5197	4.3077	-1.271388e+001	-1.729982e+002	-1.857121e+002
131	0.188331	0.168598	2.34829	2.97063	3.14332	1.46899	1.5197	4.29791	-1.271388e+001	-1.730329e+002	-1.857467e+002
132	0.188331	0.168598	2.82501	2.97063	2.877	1.46899	1.53904	4.26493	-1.271388e+001	-1.717044e+002	-1.844183e+002
133	0.188331	0.168598	2.82501	2.97063	2.877	1.46899	1.66836	4.26493	-1.271388e+001	-1.660111e+002	-1.787249e+002
134	0.188331	0.168598	2.82501	2.97063	2.83661	1.46899	1.66836	4.0531	-1.271388e+001	-1.640204e+002	-1.767343e+002
135	0.188331	0.168598	2.82501	2.97063	2.83661	1.46899	1.69466	4.04525	-1.271388e+001	-1.630217e+002	-1.757356e+002
136	0.188331	0.168598	2.82501	2.98081	2.83661	1.46899	1.69466	4.04525	-1.271388e+001	-1.630080e+002	-1.757219e+002
137	0.188331	0.168598	2.82501	2.98081	3.17723	1.46899	1.69466	3.97301	-1.271388e+001	-1.598258e+002	-1.725397e+002
138	0.188331	0.168598	2.83067	2.98081	3.17723	1.60659	1.69466	3.34896	-1.271388e+001	-1.581920e+002	-1.709059e+002
139	0.184274	0.168598	2.83067	2.98081	3.02125	1.60659	1.78766	3.42727	-1.271388e+001	-1.495138e+002	-1.622277e+002
140	0.184274	0.168598	2.83067	2.98081	3.02125	1.60659	1.78766	3.42727	-1.271388e+001	-1.495138e+002	-1.622277e+002
141	0.184274	0.168598	2.83067	2.98081	3.02125	1.60659	1.78766	3.42727	-1.271388e+001	-1.495138e+002	-1.622277e+002
142	0.163277	0.168598	2.83067	2.98081	2.91845	1.60659	1.78766	3.35092	-1.271388e+001	-1.484323e+002	-1.611461e+002
143	0.163277	0.168598	2.83067	2.98081	2.8057	1.81304	1.8163	3.35092	-1.271388e+001	-1.464227e+002	-1.591366e+002
144	0.163277	0.168598	2.83067	3.15036	2.61135	1.81304	1.81757	2.97477	-1.271388e+001	-1.476443e+002	-1.603582e+002
145	0.163277	0.168598	2.83067	3.08084	2.61135	1.81304	1.81757	2.97477	-1.271388e+001	-1.475697e+002	-1.602836e+002
146	0.163277	0.168598	2.83067	3.08084	2.61135	1.81304	1.86906	2.97477	-1.271388e+001	-1.436511e+002	-1.563649e+002
147	0.163277	0.168598	2.32801	3.27571	2.61135	1.81304	2.07025	2.81915	-1.271388e+001	-1.363658e+002	-1.490797e+002
148	0.163277	0.170145	2.32801	3.27571	2.63229	1.81304	2.15197	2.81915	-1.271388e+001	-1.346644e+002	-1.473783e+002
149	0.163277	0.170145	2.41446	3.27571	2.63229	1.81304	2.13144	2.81915	-1.271388e+001	-1.341615e+002	-1.468754e+002
150	0.18344	0.170145	2.43582	3.27571	2.63229	1.81304	2.11649	2.81915	-1.271388e+001	-1.350751e+002	-1.477890e+002
151	0.18344	0.152515	2.43582	3.27571	2.74694	1.81304	2.11649	2.78596	-1.271388e+001	-1.351847e+002	-1.478986e+002
152	0.18344	0.152515	2.43582	3.27571	2.74694	2.01918	2.11649	2.69071	-1.271388e+001	-1.374021e+002	-1.501159e+002
153	0.18344	0.152515	2.43582	3.27571	2.74694	2.01918	2.20413	2.69071	-1.271388e+001	-1.356881e+002	-1.484020e+002
154	0.18344	0.152515	2.43582	3.29979	2.74694	2.01918	2.23768	2.24222	-1.271388e+001	-1.358753e+002	-1.485892e+002
155	0.18344	0.161979	2.44063	3.67407	2.5653	1.87155	2.23768	2.38127	-1.271388e+001	-1.343863e+002	-1.471002e+002
156	0.18344	0.161979	2.44063	3.01731	2.75702	1.87155	2.3093	2.38127	-1.271388e+001	-1.291665e+002	-1.418804e+002
157	0.18344	0.176389	2.44063	3.01731	2.75702	1.87155	2.3206	2.38127	-1.271388e+001	-1.288150e+002	-1.415289e+002
158	0.18344	0.176389	2.44063	2.69023	2.75702	1.87155	2.3206	2.38127	-1.271388e+001	-1.300189e+002	-1.427328e+002
159	0.18344	0.173086	2.44063	2.69023	2.62213	1.87155	2.32856	2.38127	-1.271388e+001	-1.298128e+002	-1.425267e+002
160	0.18344	0.173086	2.54941	2.69023	2.59645	1.83179	2.27047	2.64885	-1.271388e+001	-1.322121e+002	-1.449260e+002
161	0.18344	0.173086	2.54941	2.69023	2.54896	1.83179	2.27047	2.29578	-1.271388e+001	-1.318790e+002	-1.445929e+002
162	0.18344	0.173086	3.01161	3.01373	2.52134	1.83179	2.34901	2.29578	-1.271388e+001	-1.292558e+002	-1.419697e+002
163	0.155378	0.173086	2.88997	3.42214	2.52134	1.90213	2.41477	2.22628	-1.271388e+001	-1.275313e+002	-1.402452e+002
164	0.155378	0.173086	2.88997	3.08621	2.52134	1.90213	2.43598	2.38965	-1.271388e+001	-1.269908e+002	-1.397047e+002
165	0.155378	0.172353	2.58943	3.08621	2.52134	2.04242	2.43598	2.38408	-1.271388e+001	-1.269938e+002	-1.397076e+002
166	0.191897	0.172353	2.58943	3.08621	2.52134	2.04242	2.43598	2.38408	-1.271388e+001	-1.284987e+002	-1.412126e+002
167	0.164031	0.186113	3.32454	3.08621	2.70817	2.04242	2.43598	2.38408	-1.271388e+001	-1.314305e+002	-1.441443e+002
168	0.164031	0.186113	3.32454	3.08621	2.51135	2.04242	2.43598	2.38408	-1.271388e+001	-1.300387e+002	-1.427526e+002
169	0.164031	0.186113	3.32454	3.08621	2.51135	1.92933	2.43598	2.38408	-1.271388e+001	-1.299763e+002	-1.426902e+002
170	0.170268	0.198611	3.04293	3.08621	2.45912	1.91204	2.48906	2.30436	-1.271388e+001	-1.289199e+002	-1.416338e+002
171	0.170268	0.198611	2.47029	3.14915	2.45912	2.02619	2.39328	2.30436	-1.271388e+001	-1.292461e+002	-1.419600e+002
172	0.170268	0.198611	2.47029	3.14915	2.45912	2.04484	2.39328	2.30436	-1.271388e+001	-1.292579e+002	-1.419718e+002
173	0.170268	0.198611	2.81554	3.14915	2.45912	2.12899	2.39328	2.30436	-1.271388e+001	-1.288966e+002	-1.416105e+002
174	0.170268	0.198611	2.81554	3.14915	2.45912	2.12899	2.44006	2.30436	-1.271388e+001	-1.283571e+002	-1.410710e+002
175	0.170268	0.198611	2.81554	3.02344	2.45912	1.92431	2.44006	2.30436	-1.271388e+001	-1.282908e+002	-1.410047e+002
176	0.170268	0.200987	2.81554	3.02344	2.45912	1.92431	2.44006	2.30436	-1.271388e+001	-1.285700e+002	-1.412839e+002
177	0.170268	0.200987	2.81554	3.02344	2.8152	1.92431	2.44006	2.30436	-1.271388e+001	-1.284312e+002	-1.411451e+002
178	0.136374	0.200987	2.47097	3.02344	2.8152	1.74705	2.44006	2.30436	-1.271388e+001	-1.293829e+002	-1.420967e+002
179	0.136598	0.202634	2.86016	3.02344	2.78117	1.74705	2.50116	2.30436	-1.271388e+001	-1.286525e+002	-1.413664e+002
180	0.167567	0.142032	2.86016	3.26982	2.78117	1.74705	2.50116	2.30436	-1.271388e+001	-1.271459e+002	-1.398598e+002
181	0.177231	0.142032	2.86016	3.26982	2.78117	1.784	2.50501	2.30436	-1.271388e+001	-1.274891e+002	-1.402030e+002
182	0.177231	0.172935	2.86016	3.26982	2.78117	1.784	2.50501	2.30436	-1.271388e+001	-1.253525e+002	-1.380663e+002
183	0.177231	0.172935	2.86016	2.59403	2.80548	1.67069	2.53221	2.30436	-1.271388e+001	-1.273546e+002	-1.400685e+002
184	0.13285	0.165568	2.86016	3.15836	2.80548	1.67069	2.53221	2.21493	-1.271388e+001	-1.267525e+002	-1.394664e+002
185	0.13285	0.190134	2.86016	3.15836	2.77609	1.67069	2.56482	2.21493	-1.271388e+001	-1.275686e+002	-1.402825e+002
186	0.137988	0.174337	2.86016	3.15836	2.88862	1.56117	2.56482	2.21493	-1.271388e+001	-1.266052e+002	-1.393190e+002
187	0.137988	0.174337	2.86016	3.15836	2.88348	1.56117	2.61763	2.21493	-1.271388e+001	-1.267322e+002	-1.394461e+002
188	0.186379	0.174337	2.86016	3.31441	2.88348	1.56117	2.61763	2.21493	-1.271388e+001	-1.265482e+002	-1.392621e+002
189	0.195184	0.174337	2.86016	3.31441	2.88348	1.55552	2.57103	2.21493	-1.271388e+001	-1.275369e+002	-1.402508e+002
190	0.195184	0.174337	2.86016	3.31441	2.88348	1.55552	2.57103	2.21493	-1.271388e+001	-1.275369e+002	-1.402508e+002
191	0.155536	0.174337	3.14406	3.31441	2.88348	1.63662	2.51516	2.21493	-1.271388e+001	-1.261624e+002	-1.388763e+002
192	0.155536	0.165153	3.14406	3.31441	2.85831	1.63662	2.42944	2.21493	-1.271388e+001	-1.273675e+002	-1.400813e+002
193	0.155536	0.165153	2.25809	3.31441	2.85831	1.71622	2.42944	2.21493	-1.271388e+001	-1.281552e+002	-1.408691e+002
194	0.155536	0.167083	3.30022	3.31441	2.85831	1.71622	2.54075	2.21493	-1.271388e+001	-1.270151e+002	-1.397290e+002
195	0.155536	0.167083	3.23176	2.80032	2.85831	1.82206	2.54075	2.21493	-1.271388e+001	-1.269968e+002	-1.397107e+002
196	0.179178	0.167083	2.77919	2.80032	2.58707	1.66509	2.48188	2.21493	-1.271388e+001	-1.283211e+002	-1.410350e+002
197	0.179178	0.167083	2.77919	2.80032	2.58707	1.66509	2.56564	2.35684	-1.271388e+001	-1.300926e+002	-1.428064e+002
