iter	Weibull_scale_IR(1.1)	Weibull_scale_IR(1.2)	Weibull_scale_SR(2.1)	Weibull_scale_SR(2.2)	Weibull_scale_ER(3.1)	Weibull_slope_ER(3.1)	Weibull_scale_ER(3.2)	Weibull_slope_ER(3.2)	LnPrior	LnData	LnPosterior
18	0.138521	0.230243	2.54984	2.86645	2.13672	2.42724	1.52917	4.5561	-1.271388e+001	-1.830604e+002	-1.957743e+002
19	0.138521	0.230243	2.54984	2.86645	2.13672	2.42724	1.52917	4.5561	-1.271388e+001	-1.830604e+002	-1.957743e+002
20	0.138521	0.230243	2.54984	3.32205	2.13672	2.42724	1.52917	4.71472	-1.271388e+001	-1.837451e+002	-1.964590e+002
21	0.138521	0.230243	2.5708	3.32205	2.13672	2.42724	1.55649	4.60471	-1.271388e+001	-1.824807e+002	-1.951946e+002
22	0.138521	0.230243	2.5708	3.32205	2.13672	2.42724	1.55649	4.00455	-1.271388e+001	-1.819963e+002	-1.947102e+002
23	0.138521	0.230243	2.95466	3.32205	2.13672	2.42724	1.55649	4.00455	-1.271388e+001	-1.820963e+002	-1.948102e+002
24	0.165948	0.230243	2.95466	3.00001	2.13672	2.42724	1.55649	4.05823	-1.271388e+001	-1.796537e+002	-1.923675e+002
25	0.165948	0.230243	2.95466	3.00001	2.13672	2.42724	1.55649	4.05823	-1.271388e+001	-1.796537e+002	-1.923675e+002
26	0.165948	0.230243	2.95466	3.00001	2.13672	2.42724	1.55649	3.76748	-1.271388e+001	-1.812618e+002	-1.939757e+002
27	0.165948	0.230243	2.95466	3.00001	2.13672	2.42724	1.77338	3.74653	-1.271388e+001	-1.650777e+002	-1.777915e+002
28	0.165948	0.230243	2.60824	3.00001	2.13672	2.42724	1.77338	3.74653	-1.271388e+001	-1.648552e+002	-1.775691e+002
29	0.165948	0.230243	2.60824	3.00001	2.13672	2.42724	1.77338	3.72739	-1.271388e+001	-1.646111e+002	-1.773249e+002
30	0.165948	0.230243	2.60824	3.00001	2.13672	2.42724	1.77338	3.46015	-1.271388e+001	-1.624237e+002	-1.751375e+002
31	0.165948	0.230243	2.60824	3.02998	2.13672	2.42724	1.77338	3.46015	-1.271388e+001	-1.624043e+002	-1.751182e+002
32	0.165948	0.230243	2.60824	3.56927	2.13672	2.42724	1.77338	3.46015	-1.271388e+001	-1.644880e+002	-1.772019e+002
33	0.165948	0.230243	2.60824	3.10111	2.13672	2.42724	1.77338	3.46015	-1.271388e+001	-1.624207e+002	-1.751346e+002
34	0.165948	0.230243	2.60824	3.10111	2.43962	2.42724	1.77338	3.46015	-1.271388e+001	-1.634529e+002	-1.761668e+002
35	0.165948	0.230243	2.60824	3.10111	2.43962	2.42724	1.77338	3.46015	-1.271388e+001	-1.634529e+002	-1.761668e+002
36	0.165948	0.230243	2.76334	3.10111	2.43962	2.08422	1.77338	3.46015	-1.271388e+001	-1.576299e+002	-1.703438e+002
37	0.165948	0.230243	2.76334	3.10111	2.46342	2.08422	1.77338	3.46015	-1.271388e+001	-1.575046e+002	-1.702185e+002
38	0.165948	0.230243	2.52648	3.10111	2.46342	2.08422	1.77338	3.46015	-1.271388e+001	-1.580032e+002	-1.707171e+002
39	0.165948	0.230243	2.52648	3.10111	2.46342	2.08422	1.77338	3.45316	-1.271388e+001	-1.579763e+002	-1.706901e+002
40	0.165948	0.229897	2.52648	3.10111	2.38369	2.08422	1.84177	3.45316	-1.271388e+001	-1.551812e+002	-1.678950e+002
41	0.165948	0.229897	2.52648	3.10111	2.38369	2.08422	1.84177	3.45316	-1.271388e+001	-1.551812e+002	-1.678950e+002
42	0.165948	0.229897	2.52648	3.10111	2.38369	2.08422	1.84177	3.45316	-1.271388e+001	-1.551812e+002	-1.678950e+002
43	0.165948	0.229897	2.52648	2.82405	2.60862	2.08422	1.84177	3.45316	-1.271388e+001	-1.554777e+002	-1.681916e+002
44	0.165948	0.229897	2.52648	2.82405	2.60862	1.72672	1.84177	3.45316	-1.271388e+001	-1.551716e+002	-1.678855e+002
45	0.165948	0.229897	2.52648	2.78523	2.60862	1.72672	1.84177	2.9978	-1.271388e+001	-1.543632e+002	-1.670771e+002
46	0.165948	0.229897	2.52648	3.43684	2.60862	1.72672	1.84177	2.9978	-1.271388e+001	-1.549003e+002	-1.676142e+002
47	0.165948	0.229897	2.52648	3.43684	2.60862	1.72672	1.84177	2.9978	-1.271388e+001	-1.549003e+002	-1.676142e+002
48	0.165948	0.229897	2.93334	2.9439	2.60862	1.72672	1.9826	2.9978	-1.271388e+001	-1.458902e+002	-1.586041e+002
49	0.165948	0.229897	2.93334	2.92267	2.60862	1.72672	1.9826	2.9978	-1.271388e+001	-1.459352e+002	-1.586491e+002
50	0.165948	0.229897	2.93334	2.92267	3.00499	1.72672	1.9826	2.9978	-1.271388e+001	-1.450449e+002	-1.577588e+002
51	0.165948	0.229897	2.93334	3.20692	3.00499	1.72672	1.9826	2.9978	-1.271388e+001	-1.450975e+002	-1.578114e+002
52	0.165948	0.229897	2.93334	3.20692	3.00499	1.72672	1.9826	2.9978	-1.271388e+001	-1.450975e+002	-1.578114e+002
53	0.165948	0.229897	2.93334	3.20692	3.00499	1.72672	1.9826	2.97472	-1.271388e+001	-1.449919e+002	-1.577058e+002
54	0.165948	0.229897	2.60433	3.58562	3.00499	1.72672	1.9826	2.97472	-1.271388e+001	-1.468746e+002	-1.595885e+002
55	0.165948	0.122125	2.60433	3.29358	3.00499	1.72672	1.9826	2.86478	-1.271388e+001	-1.446637e+002	-1.573776e+002
56	0.165948	0.122125	2.60433	3.12144	3.00499	1.72672	2.17832	2.48994	-1.271388e+001	-1.375377e+002	-1.502516e+002
57	0.165948	0.122125	2.60433	3.12144	3.00499	1.70564	2.22005	2.48994	-1.271388e+001	-1.360960e+002	-1.488099e+002
58	0.165948	0.122125	2.60433	3.12144	3.00499	1.51874	2.24341	2.48994	-1.271388e+001	-1.360637e+002	-1.487775e+002
59	0.165948	0.122125	2.60433	2.918	3.00499	1.51874	2.35637	2.48994	-1.271388e+001	-1.348119e+002	-1.475258e+002
60	0.165948	0.122125	2.51514	2.99279	3.00499	1.51874	2.35637	2.48994	-1.271388e+001	-1.350349e+002	-1.477488e+002
61	0.165948	0.122125	2.89222	2.99279	3.00499	1.51874	2.45535	2.12987	-1.271388e+001	-1.324487e+002	-1.451626e+002
62	0.165948	0.122125	2.54646	2.99279	3.00499	1.51874	2.58784	2.12987	-1.271388e+001	-1.308586e+002	-1.435725e+002
63	0.165948	0.122125	2.54646	2.85589	3.00499	1.51874	2.58784	2.12987	-1.271388e+001	-1.311728e+002	-1.438867e+002
64	0.165948	0.122125	3.33099	2.85589	2.92066	1.51874	2.52901	2.27219	-1.271388e+001	-1.356032e+002	-1.483171e+002
65	0.165948	0.177292	3.33099	2.85589	2.89069	1.51874	2.52901	2.27219	-1.271388e+001	-1.294549e+002	-1.421688e+002
66	0.165948	0.177292	2.35889	3.30197	2.89069	1.52383	2.52901	2.34815	-1.271388e+001	-1.292163e+002	-1.419302e+002
67	0.165948	0.177292	3.2035	3.30197	2.89069	1.62257	2.44293	2.34815	-1.271388e+001	-1.279121e+002	-1.406260e+002
68	0.165948	0.177292	3.13755	3.30197	2.89069	1.62257	2.44293	2.31838	-1.271388e+001	-1.271797e+002	-1.398936e+002
69	0.165948	0.178704	2.96081	3.30197	2.89069	1.62257	2.44293	2.36217	-1.271388e+001	-1.266367e+002	-1.393506e+002
70	0.165948	0.178704	2.95409	3.22909	2.89069	1.62257	2.44293	2.25344	-1.271388e+001	-1.256865e+002	-1.384004e+002
71	0.165948	0.178704	2.88546	3.25581	2.89069	1.7291	2.59246	2.25344	-1.271388e+001	-1.247379e+002	-1.374518e+002
72	0.165948	0.178704	2.88546	3.25581	2.89069	1.7291	2.59246	2.25344	-1.271388e+001	-1.247379e+002	-1.374518e+002
73	0.165948	0.178704	2.76917	3.09688	2.89069	1.7291	2.59246	2.25344	-1.271388e+001	-1.242279e+002	-1.369417e+002
74	0.165948	0.178704	2.97241	2.90788	2.89069	1.67304	2.59246	2.25176	-1.271388e+001	-1.248515e+002	-1.375654e+002
75	0.165948	0.179269	2.97241	2.90788	2.89069	1.67304	2.59246	2.25176	-1.271388e+001	-1.248715e+002	-1.375854e+002
76	0.182141	0.179269	2.97241	2.90788	2.89069	1.67304	2.59246	2.25176	-1.271388e+001	-1.255962e+002	-1.383101e+002
77	0.182141	0.179269	2.97241	2.90788	2.89069	1.67304	2.59246	2.25176	-1.271388e+001	-1.255962e+002	-1.383101e+002
78	0.182141	0.179269	2.8738	2.90788	2.89069	1.73702	2.59246	2.25176	-1.271388e+001	-1.252962e+002	-1.380101e+002
79	0.142437	0.179269	2.50493	3.13387	2.89069	1.73702	2.59246	2.12196	-1.271388e+001	-1.248296e+002	-1.375435e+002
80	0.142437	0.179269	2.84354	3.13387	2.89069	1.73702	2.59246	2.03284	-1.271388e+001	-1.243524e+002	-1.370662e+002
81	0.142437	0.179269	2.84354	3.13387	2.89069	1.84101	2.59246	2.09199	-1.271388e+001	-1.253116e+002	-1.380255e+002
82	0.142437	0.179269	3.36173	3.13387	2.65026	1.84101	2.59246	2.09199	-1.271388e+001	-1.276544e+002	-1.403683e+002
83	0.142437	0.179269	2.74097	3.13387	2.65026	1.84101	2.59246	2.07311	-1.271388e+001	-1.243211e+002	-1.370350e+002
84	0.142437	0.179269	2.96295	3.11446	2.65026	1.84101	2.83465	2.12509	-1.271388e+001	-1.262350e+002	-1.389489e+002
85	0.142437	0.179269	2.96295	2.80307	2.65026	1.84101	2.83465	2.04246	-1.271388e+001	-1.249490e+002	-1.376628e+002
86	0.142437	0.179269	2.96295	2.80307	2.65026	1.84101	2.83465	2.04246	-1.271388e+001	-1.249490e+002	-1.376628e+002
87	0.142437	0.179269	2.71813	2.80307	2.65026	1.84101	2.83465	1.91176	-1.271388e+001	-1.232448e+002	-1.359587e+002
88	0.142437	0.179269	2.71813	3.19677	2.65026	1.84101	2.97947	1.91176	-1.271388e+001	-1.233334e+002	-1.360473e+002
89	0.142437	0.179269	2.71813	3.42905	2.65026	1.84101	2.97947	1.91176	-1.271388e+001	-1.242966e+002	-1.370104e+002
90	0.142437	0.179269	2.71813	3.42905	2.65026	1.84101	2.92362	1.85444	-1.271388e+001	-1.235828e+002	-1.362967e+002
91	0.150001	0.179269	2.53871	3.42905	2.65026	1.85294	2.92362	1.85444	-1.271388e+001	-1.233026e+002	-1.360165e+002
92	0.150001	0.179269	2.53871	3.49241	2.65026	1.85294	2.92362	1.85444	-1.271388e+001	-1.236991e+002	-1.364130e+002
93	0.168575	0.179269	2.53871	3.2302	2.65026	1.85294	2.92362	1.89471	-1.271388e+001	-1.221861e+002	-1.349000e+002
94	0.168575	0.174822	2.53871	3.03754	2.65026	1.85294	2.92362	1.89471	-1.271388e+001	-1.218038e+002	-1.345177e+002
95	0.168575	0.174822	2.62362	2.92559	2.84448	1.85294	2.92362	1.89471	-1.271388e+001	-1.222313e+002	-1.349452e+002
96	0.168575	0.174822	2.62362	2.92559	2.84448	1.79762	2.92362	1.89471	-1.271388e+001	-1.216376e+002	-1.343515e+002
97	0.169453	0.17215	2.55312	3.04041	2.84448	1.79762	2.92362	1.89471	-1.271388e+001	-1.217206e+002	-1.344345e+002
98	0.169453	0.17215	3.53697	3.04041	2.84448	1.79762	2.92362	1.89471	-1.271388e+001	-1.266528e+002	-1.393666e+002
99	0.169453	0.17215	3.53697	3.04041	2.72092	1.63551	2.84921	1.89471	-1.271388e+001	-1.279940e+002	-1.407079e+002
100	0.169453	0.201335	3.51555	3.04041	2.77655	1.63551	2.72252	1.89471	-1.271388e+001	-1.299698e+002	-1.426837e+002
101	0.169453	0.201335	3.51555	3.04041	3.04594	1.63551	2.72252	1.89471	-1.271388e+001	-1.294489e+002	-1.421628e+002
102	0.169453	0.201335	3.51555	2.7143	2.7955	1.7173	2.72252	1.89471	-1.271388e+001	-1.301160e+002	-1.428299e+002
103	0.169453	0.201335	2.17133	3.13031	2.68534	1.75024	2.72252	1.89471	-1.271388e+001	-1.282318e+002	-1.409456e+002
104	0.169453	0.201335	2.95803	2.7151	2.68534	1.8713	2.81671	1.89471	-1.271388e+001	-1.247938e+002	-1.375076e+002
105	0.171964	0.201335	3.00049	2.7151	2.68534	1.8713	2.85073	1.89471	-1.271388e+001	-1.249328e+002	-1.376467e+002
106	0.171964	0.201335	3.00049	2.7151	2.68534	1.8713	2.94078	1.89471	-1.271388e+001	-1.250280e+002	-1.377418e+002
107	0.171964	0.201335	3.00049	3.17448	2.68534	1.8713	2.94078	1.89471	-1.271388e+001	-1.241065e+002	-1.368204e+002
108	0.161383	0.169333	3.00049	3.17448	2.68534	1.8713	2.89785	1.89471	-1.271388e+001	-1.219226e+002	-1.346365e+002
109	0.16719	0.169333	3.00049	3.13876	2.65659	1.8713	2.96959	1.89471	-1.271388e+001	-1.221784e+002	-1.348923e+002
110	0.16719	0.169333	3.00049	3.00435	2.65659	1.74612	2.97374	1.89471	-1.271388e+001	-1.227633e+002	-1.354771e+002
111	0.16719	0.169333	3.00049	3.00435	2.59028	2.0485	2.97374	1.89471	-1.271388e+001	-1.232698e+002	-1.359837e+002
112	0.16719	0.169333	3.00049	3.00435	2.47817	2.0485	2.96613	1.94462	-1.271388e+001	-1.238929e+002	-1.366068e+002
113	0.16719	0.169333	3.00049	3.00435	2.47817	2.0485	2.95421	1.94462	-1.271388e+001	-1.237725e+002	-1.364864e+002
114	0.16719	0.169333	3.00049	3.00435	2.47817	2.0485	2.81208	1.94462	-1.271388e+001	-1.231640e+002	-1.358779e+002
115	0.16719	0.169333	3.13445	3.00435	2.67054	1.73221	2.81208	1.94462	-1.271388e+001	-1.234729e+002	-1.361868e+002
116	0.16719	0.169333	2.75799	3.00435	2.67054	1.88326	2.77829	1.96408	-1.271388e+001	-1.216235e+002	-1.343374e+002
117	0.16719	0.169333	2.75827	3.00435	2.67054	1.88326	2.77829	1.96408	-1.271388e+001	-1.216236e+002	-1.343375e+002
118	0.16719	0.169333	2.75827	2.77025	2.67054	1.88326	2.70278	1.96408	-1.271388e+001	-1.227503e+002	-1.354641e+002
119	0.16719	0.169333	3.06785	2.77025	2.90182	1.88326	2.70278	1.96408	-1.271388e+001	-1.256276e+002	-1.383415e+002
120	0.16719	0.179258	3.06785	2.77025	2.90182	1.88326	2.55113	1.96408	-1.271388e+001	-1.281364e+002	-1.408502e+002
121	0.16719	0.179258	3.22809	2.77025	2.90182	1.88326	2.7033	1.96408	-1.271388e+001	-1.268994e+002	-1.396133e+002
122	0.16719	0.185824	2.86796	3.08817	2.90182	1.83024	2.7033	1.96408	-1.271388e+001	-1.235467e+002	-1.362606e+002
123	0.16719	0.185824	2.86796	3.08817	2.54623	1.83024	2.6023	1.96408	-1.271388e+001	-1.250966e+002	-1.378105e+002
124	0.16719	0.16805	2.86796	3.08817	2.83556	1.83024	2.6023	2.06343	-1.271388e+001	-1.232326e+002	-1.359465e+002
125	0.16719	0.16805	2.86796	3.08817	2.83556	1.46318	2.6023	2.06343	-1.271388e+001	-1.267154e+002	-1.394293e+002
126	0.16719	0.16805	2.92223	3.08817	2.83556	1.46318	2.6023	2.06343	-1.271388e+001	-1.268693e+002	-1.395832e+002
127	0.16719	0.171605	2.59517	2.75472	2.83556	1.46318	2.65639	2.06343	-1.271388e+001	-1.271631e+002	-1.398769e+002
128	0.16719	0.171605	2.59517	2.89814	2.83556	1.5919	2.72356	2.12759	-1.271388e+001	-1.243915e+002	-1.371053e+002
129	0.16719	0.171605	3.14725	2.89814	2.83556	1.72106	2.58115	2.13143	-1.271388e+001	-1.245291e+002	-1.372430e+002
130	0.16719	0.171605	2.61058	3.37434	3.01797	1.70653	2.64565	2.13143	-1.271388e+001	-1.243768e+002	-1.370906e+002
131	0.16719	0.171605	2.61058	3.00381	3.01797	1.71391	2.64565	2.13143	-1.271388e+001	-1.236338e+002	-1.363477e+002
132	0.16719	0.171605	2.61058	3.00381	3.03749	1.71391	2.64565	2.13143	-1.271388e+001	-1.238327e+002	-1.365465e+002
133	0.132953	0.171605	2.61058	3.00381	3.07527	1.71676	2.73103	2.13143	-1.271388e+001	-1.271845e+002	-1.398984e+002
134	0.132953	0.171605	2.61058	3.00381	3.02938	1.49563	2.67159	1.92087	-1.271388e+001	-1.264947e+002	-1.392085e+002
135	0.132953	0.171605	2.1489	3.00381	3.02938	1.38829	2.66608	2.19479	-1.271388e+001	-1.338769e+002	-1.465907e+002
136	0.132953	0.171605	2.22137	3.00381	3.02938	1.43691	2.68554	2.19479	-1.271388e+001	-1.318208e+002	-1.445347e+002
137	0.181273	0.160032	2.5755	3.00381	3.02938	1.57359	2.68554	2.07217	-1.271388e+001	-1.238814e+002	-1.365953e+002
138	0.181273	0.160032	3.20606	3.01417	3.02938	1.67117	2.63981	2.0654	-1.271388e+001	-1.256583e+002	-1.383722e+002
139	0.181273	0.160032	3.20606	3.01417	3.02938	1.48342	2.66772	2.06473	-1.271388e+001	-1.265516e+002	-1.392655e+002
140	0.181273	0.160032	2.78824	3.13075	3.19257	1.48342	2.66772	2.06473	-1.271388e+001	-1.244290e+002	-1.371428e+002
141	0.181273	0.160032	2.78824	3.13075	3.19257	1.48342	2.66226	2.06473	-1.271388e+001	-1.244516e+002	-1.371654e+002
142	0.181273	0.160032	2.78824	3.13075	3.3147	1.48342	2.66226	2.10936	-1.271388e+001	-1.252365e+002	-1.379504e+002
143	0.178756	0.160032	2.78824	3.13075	3.3147	1.48342	2.79216	2.10936	-1.271388e+001	-1.258069e+002	-1.385208e+002
144	0.178756	0.160032	2.78824	3.18784	3.15041	1.48342	2.77969	2.10936	-1.271388e+001	-1.252273e+002	-1.379412e+002
145	0.172041	0.160032	2.82535	2.96162	3.20628	1.48342	2.77969	1.86162	-1.271388e+001	-1.234424e+002	-1.361563e+002
146	0.172041	0.160032	2.82535	2.96162	2.97814	1.46719	2.77969	1.84609	-1.271388e+001	-1.244544e+002	-1.371683e+002
147	0.172041	0.160032	2.82535	2.96162	3.10456	1.46719	2.75122	1.84609	-1.271388e+001	-1.241192e+002	-1.368330e+002
148	0.172041	0.160032	2.82535	2.96162	2.96477	1.46719	2.79119	1.84609	-1.271388e+001	-1.244433e+002	-1.371572e+002
149	0.172041	0.160032	2.82535	2.96162	2.98413	1.86664	2.79731	1.84609	-1.271388e+001	-1.253168e+002	-1.380307e+002
150	0.172041	0.160032	2.82535	2.90324	2.90311	1.86664	2.79317	1.84609	-1.271388e+001	-1.240259e+002	-1.367397e+002
151	0.172041	0.160032	2.82535	2.71672	2.6719	1.86664	2.79317	1.84609	-1.271388e+001	-1.232468e+002	-1.359607e+002
152	0.183209	0.160032	2.82535	2.90316	2.54143	1.86664	3.01216	1.84609	-1.271388e+001	-1.234599e+002	-1.361738e+002
153	0.183209	0.160032	2.82535	2.62086	2.54143	1.92026	2.76216	1.84609	-1.271388e+001	-1.256192e+002	-1.383331e+002
154	0.183209	0.160032	2.82535	2.88898	2.74911	1.78416	2.76216	2.1568	-1.271388e+001	-1.252234e+002	-1.379372e+002
155	0.183209	0.160032	2.56151	2.88898	2.65646	1.90218	2.52195	2.1568	-1.271388e+001	-1.254282e+002	-1.381420e+002
156	0.183209	0.160032	2.7196	2.88898	2.65646	1.90218	2.45563	2.20143	-1.271388e+001	-1.259549e+002	-1.386688e+002
157	0.183209	0.160032	2.7196	2.88898	2.65646	1.90218	2.42028	2.20143	-1.271388e+001	-1.265724e+002	-1.392863e+002
158	0.202334	0.160032	2.95624	3.27822	2.63558	1.79346	2.42028	2.20143	-1.271388e+001	-1.297603e+002	-1.424742e+002
159	0.202334	0.139195	2.95624	3.27822	2.63558	1.79346	2.59301	2.20143	-1.271388e+001	-1.304631e+002	-1.431770e+002
160	0.15139	0.139195	2.95624	2.75446	2.63558	1.79346	2.66624	1.94236	-1.271388e+001	-1.271308e+002	-1.398447e+002
161	0.15139	0.139195	2.70906	2.75446	2.63558	1.79666	2.66624	1.94236	-1.271388e+001	-1.266980e+002	-1.394119e+002
162	0.132584	0.139195	2.70906	2.86227	2.63558	1.79666	2.77646	1.94236	-1.271388e+001	-1.274333e+002	-1.401472e+002
163	0.132584	0.139195	2.49011	2.86227	2.63558	1.79666	2.77646	1.89642	-1.271388e+001	-1.281762e+002	-1.408900e+002
164	0.132584	0.161289	2.49011	3.05879	2.63558	1.79666	2.97946	1.89642	-1.271388e+001	-1.254394e+002	-1.381533e+002
165	0.180233	0.161289	2.49011	3.05879	2.63558	1.79666	2.97946	1.70374	-1.271388e+001	-1.233717e+002	-1.360856e+002
166	0.175605	0.161289	2.49011	3.05879	2.63558	1.79666	2.97946	1.62088	-1.271388e+001	-1.244738e+002	-1.371877e+002
167	0.175605	0.166642	2.57764	3.05879	2.77626	1.65858	2.97946	1.67702	-1.271388e+001	-1.229582e+002	-1.356721e+002
168	0.170392	0.166642	2.57764	3.05879	2.77626	1.897	3.28231	1.67702	-1.271388e+001	-1.225390e+002	-1.352528e+002
169	0.170392	0.166642	2.57764	3.05879	2.77626	1.897	3.24775	1.82504	-1.271388e+001	-1.245721e+002	-1.372860e+002
170	0.170392	0.166642	2.57764	3.05879	2.77626	1.897	3.24775	1.82504	-1.271388e+001	-1.245721e+002	-1.372860e+002
171	0.170392	0.166642	2.57764	3.05879	2.77626	1.897	3.24775	1.75327	-1.271388e+001	-1.230681e+002	-1.357820e+002
172	0.170392	0.166642	2.57764	3.05879	2.77626	1.897	3.24775	1.75327	-1.271388e+001	-1.230681e+002	-1.357820e+002
173	0.170392	0.164101	2.57764	3.05879	2.77626	1.897	3.24775	1.75327	-1.271388e+001	-1.231372e+002	-1.358511e+002
174	0.170392	0.164101	2.57764	3.05879	2.77626	1.897	3.24775	1.75327	-1.271388e+001	-1.231372e+002	-1.358511e+002
175	0.170392	0.164101	2.57764	3.05879	2.77626	1.70356	3.24775	1.8105	-1.271388e+001	-1.237354e+002	-1.364493e+002
176	0.170392	0.164101	2.57764	3.05879	2.77626	1.70356	3.14923	1.8105	-1.271388e+001	-1.224072e+002	-1.351211e+002
177	0.170392	0.16556	2.81866	3.09027	2.77626	1.70356	2.80421	2.06143	-1.271388e+001	-1.228521e+002	-1.355660e+002
178	0.170392	0.16556	2.81866	3.09027	2.77626	1.70356	2.74776	2.06143	-1.271388e+001	-1.225223e+002	-1.352361e+002
179	0.170392	0.16556	2.81866	3.11301	2.79274	1.70356	2.74776	2.02683	-1.271388e+001	-1.221338e+002	-1.348476e+002
180	0.170392	0.16556	2.96336	3.11301	2.79274	1.90309	2.74651	2.18697	-1.271388e+001	-1.259630e+002	-1.386769e+002
181	0.170392	0.16556	2.95209	2.65226	2.79274	1.79756	2.36123	2.18697	-1.271388e+001	-1.285187e+002	-1.412326e+002
182	0.198827	0.16556	2.90322	2.65226	2.79274	1.79756	2.36123	2.18697	-1.271388e+001	-1.308436e+002	-1.435575e+002
183	0.177192	0.156988	2.90322	2.65226	2.64743	1.98837	2.36123	2.25374	-1.271388e+001	-1.295052e+002	-1.422191e+002
184	0.153779	0.156988	2.90322	2.68915	2.64743	1.98837	2.38799	2.30291	-1.271388e+001	-1.284877e+002	-1.412016e+002
185	0.153779	0.156988	3.40411	2.68915	2.64743	1.98837	2.38799	2.30291	-1.271388e+001	-1.320245e+002	-1.447383e+002
186	0.153779	0.156988	3.40411	2.68915	2.64743	1.98837	2.38799	2.30291	-1.271388e+001	-1.320245e+002	-1.447383e+002
187	0.172569	0.169266	2.52516	2.68915	2.64743	1.98837	2.38799	2.09478	-1.271388e+001	-1.295528e+002	-1.422667e+002
188	0.172569	0.165046	2.44819	2.68915	2.51719	1.99914	2.37561	2.09478	-1.271388e+001	-1.304683e+002	-1.431822e+002
189	0.172569	0.165046	2.3043	2.68915	2.52872	1.99914	2.37561	2.16391	-1.271388e+001	-1.307602e+002	-1.434741e+002
190	0.172569	0.19364	2.55274	2.68915	2.52872	1.99914	2.5384	2.16391	-1.271388e+001	-1.270599e+002	-1.397738e+002
191	0.17105	0.19364	2.55274	3.09875	2.56086	1.8587	2.5384	2.16391	-1.271388e+001	-1.258092e+002	-1.385231e+002
192	0.192373	0.19364	2.55274	3.09875	2.76296	1.83066	2.58108	2.16391	-1.271388e+001	-1.263609e+002	-1.390748e+002
193	0.192373	0.19364	2.55274	3.0656	3.06079	1.47506	2.58108	2.08418	-1.271388e+001	-1.275688e+002	-1.402826e+002
194	0.192373	0.19364	2.55274	3.0656	3.06079	1.47506	2.79751	2.08418	-1.271388e+001	-1.275159e+002	-1.402298e+002
195	0.192373	0.153803	2.78522	3.0656	3.2515	1.47506	2.79751	2.08418	-1.271388e+001	-1.267212e+002	-1.394350e+002
196	0.192373	0.153803	2.78522	3.0656	3.20029	1.47506	2.79751	1.83583	-1.271388e+001	-1.254402e+002	-1.381541e+002
197	0.192373	0.143321	2.78522	3.0656	3.20029	1.47423	2.79751	1.83583	-1.271388e+001	-1.266674e+002	-1.393812e+002
