iter	Weibull_scale_IR(1.1)	Weibull_scale_IR(1.2)	Weibull_scale_SR(2.1)	Weibull_scale_SR(2.2)	Weibull_scale_ER(3.1)	Weibull_slope_ER(3.1)	Weibull_scale_ER(3.2)	Weibull_slope_ER(3.2)	LnPrior	LnData	LnPosterior
24	0.217582	0.20417	2.43083	3.28742	1.37974	5.70683	2.6646	1.97914	-1.271388e+001	-1.727868e+002	-1.855007e+002
25	0.217582	0.20417	2.43083	3.28742	1.37974	5.70683	2.6646	1.97914	-1.271388e+001	-1.727868e+002	-1.855007e+002
26	0.217582	0.20417	2.43083	3.22402	1.32104	5.70683	2.6646	1.97914	-1.271388e+001	-1.749581e+002	-1.876720e+002
27	0.217582	0.138879	2.43083	3.22402	1.32104	5.70683	2.6646	2.06858	-1.271388e+001	-1.753452e+002	-1.880591e+002
28	0.217582	0.138879	2.43083	3.22402	1.32104	5.81425	2.58974	2.06858	-1.271388e+001	-1.753305e+002	-1.880444e+002
29	0.217582	0.138879	2.43083	3.22402	1.32104	5.81425	2.58974	2.06858	-1.271388e+001	-1.753305e+002	-1.880444e+002
30	0.217582	0.138879	2.43083	2.6841	1.32104	5.94691	2.58974	2.00639	-1.271388e+001	-1.760004e+002	-1.887142e+002
31	0.217582	0.138879	2.43083	2.6841	1.32104	5.94691	2.58974	2.00639	-1.271388e+001	-1.760004e+002	-1.887142e+002
32	0.217582	0.138879	2.43083	2.6841	1.3535	5.94691	2.58974	2.00639	-1.271388e+001	-1.748142e+002	-1.875281e+002
33	0.217582	0.138879	2.43083	2.6841	1.3535	5.94691	2.58974	2.00639	-1.271388e+001	-1.748142e+002	-1.875281e+002
34	0.217582	0.138879	2.43083	2.6841	1.3535	5.94691	2.58974	2.00639	-1.271388e+001	-1.748142e+002	-1.875281e+002
35	0.217582	0.138879	3.30104	2.6841	1.3535	5.94691	2.85163	1.94181	-1.271388e+001	-1.747456e+002	-1.874595e+002
36	0.217582	0.138879	3.30104	2.6841	1.3535	5.94691	2.85163	1.94181	-1.271388e+001	-1.747456e+002	-1.874595e+002
37	0.217582	0.138879	2.85916	3.29881	1.3535	5.94691	2.85163	1.94181	-1.271388e+001	-1.713728e+002	-1.840867e+002
38	0.217582	0.138879	2.85916	3.29881	1.3535	5.94691	2.85163	1.94181	-1.271388e+001	-1.713728e+002	-1.840867e+002
39	0.217582	0.138879	2.85916	3.29881	1.3535	5.94691	2.85163	1.94181	-1.271388e+001	-1.713728e+002	-1.840867e+002
40	0.217582	0.138879	2.85916	3.29881	1.34577	5.94691	2.85163	1.94181	-1.271388e+001	-1.714811e+002	-1.841949e+002
41	0.217582	0.138879	2.85916	3.29881	1.34577	5.94691	2.85163	1.94181	-1.271388e+001	-1.714811e+002	-1.841949e+002
42	0.13585	0.138879	2.85916	3.29881	1.34577	5.94691	2.85163	1.94181	-1.271388e+001	-1.677357e+002	-1.804495e+002
43	0.13585	0.138879	3.05685	3.29881	1.34577	5.85841	2.852	1.94181	-1.271388e+001	-1.686693e+002	-1.813832e+002
44	0.13585	0.138879	3.05685	3.08261	1.34577	5.85841	2.852	1.94181	-1.271388e+001	-1.681773e+002	-1.808911e+002
45	0.140004	0.138879	3.05685	3.08261	1.34577	5.85841	2.852	1.94181	-1.271388e+001	-1.675931e+002	-1.803070e+002
46	0.140004	0.138879	3.05685	3.08261	1.34577	5.85841	2.852	1.94181	-1.271388e+001	-1.675931e+002	-1.803070e+002
47	0.140004	0.138879	3.05685	3.08261	1.34577	5.72001	2.852	1.94181	-1.271388e+001	-1.679608e+002	-1.806747e+002
48	0.140004	0.138879	3.05685	3.08261	1.34577	5.39029	2.852	1.94181	-1.271388e+001	-1.694409e+002	-1.821548e+002
49	0.140004	0.138879	3.05685	3.08261	1.34577	5.60673	2.87172	1.94181	-1.271388e+001	-1.684224e+002	-1.811363e+002
50	0.140004	0.138879	3.05685	3.08261	1.34577	5.60673	2.87172	1.94181	-1.271388e+001	-1.684224e+002	-1.811363e+002
51	0.140004	0.138879	3.05685	2.99591	1.34577	5.82543	3.03756	1.94181	-1.271388e+001	-1.692919e+002	-1.820058e+002
52	0.140004	0.138879	2.53517	3.62567	1.34577	5.82543	3.03756	1.94181	-1.271388e+001	-1.713646e+002	-1.840785e+002
53	0.140004	0.138879	2.53517	3.62567	1.38916	5.98905	3.06904	1.93346	-1.271388e+001	-1.723920e+002	-1.851059e+002
54	0.140004	0.138879	2.53517	3.62567	1.38916	5.93603	2.97389	1.93346	-1.271388e+001	-1.708723e+002	-1.835862e+002
55	0.140004	0.138879	2.53517	3.62567	1.38916	5.65913	2.95329	1.93346	-1.271388e+001	-1.698972e+002	-1.826111e+002
56	0.140004	0.138879	2.53517	2.81577	1.38916	5.58774	2.95329	1.98366	-1.271388e+001	-1.686877e+002	-1.814016e+002
57	0.140004	0.138879	2.53517	2.81577	1.44306	5.71512	2.95329	1.98366	-1.271388e+001	-1.722837e+002	-1.849976e+002
58	0.140004	0.138879	2.53517	2.81577	1.44306	4.99342	2.95329	1.8171	-1.271388e+001	-1.663723e+002	-1.790861e+002
59	0.140004	0.138879	2.67841	3.53861	1.44306	4.97262	2.85576	1.98865	-1.271388e+001	-1.682108e+002	-1.809247e+002
60	0.179651	0.138879	2.67841	3.36838	1.44306	4.42927	2.85576	1.98865	-1.271388e+001	-1.671783e+002	-1.798921e+002
61	0.179651	0.138879	2.67841	3.361	1.50491	4.36215	2.69959	1.98865	-1.271388e+001	-1.639841e+002	-1.766980e+002
62	0.179651	0.138879	2.67841	3.12174	1.50491	4.4052	2.69959	1.95855	-1.271388e+001	-1.633860e+002	-1.760999e+002
63	0.179651	0.138879	2.67841	3.12174	1.50491	4.35249	2.69959	1.95855	-1.271388e+001	-1.632916e+002	-1.760055e+002
64	0.179651	0.138879	2.57277	3.1326	1.50491	4.35249	2.88825	1.95855	-1.271388e+001	-1.632573e+002	-1.759712e+002
65	0.179651	0.138879	2.57277	2.9819	1.55221	4.2523	2.88825	1.95855	-1.271388e+001	-1.613605e+002	-1.740744e+002
66	0.179651	0.138879	2.52092	2.71476	1.55221	3.98883	2.88825	1.95855	-1.271388e+001	-1.616272e+002	-1.743411e+002
67	0.179651	0.138879	2.52092	3.51072	1.77583	3.98883	2.88825	1.95855	-1.271388e+001	-1.607575e+002	-1.734713e+002
68	0.179651	0.138879	2.66408	3.53976	1.60873	3.98883	2.88825	1.95855	-1.271388e+001	-1.595235e+002	-1.722374e+002
69	0.179651	0.138879	2.66408	3.61127	1.60104	3.98883	2.88825	1.95855	-1.271388e+001	-1.603291e+002	-1.730430e+002
70	0.179651	0.196925	2.66408	3.51796	1.67756	3.79314	2.89766	1.95855	-1.271388e+001	-1.543948e+002	-1.671087e+002
71	0.179651	0.196925	3.14181	3.18112	1.67756	3.87432	2.85343	1.86603	-1.271388e+001	-1.546404e+002	-1.673543e+002
72	0.179651	0.196925	3.14181	2.82085	1.67756	3.62979	2.85343	1.86603	-1.271388e+001	-1.524296e+002	-1.651435e+002
73	0.179651	0.187967	3.14181	2.7545	1.67756	3.41883	3.01101	1.86603	-1.271388e+001	-1.511451e+002	-1.638590e+002
74	0.179651	0.187967	2.52155	2.74416	1.67756	3.2367	3.01101	1.86603	-1.271388e+001	-1.502689e+002	-1.629827e+002
75	0.179651	0.187967	2.52155	2.74416	1.67756	3.20919	3.01101	1.70163	-1.271388e+001	-1.502429e+002	-1.629568e+002
76	0.179651	0.187967	2.61166	3.19047	1.67756	3.34372	3.03992	1.70163	-1.271388e+001	-1.488793e+002	-1.615932e+002
77	0.179651	0.187967	2.61166	3.19047	1.67756	3.50617	3.23314	1.70163	-1.271388e+001	-1.495005e+002	-1.622144e+002
78	0.179651	0.187967	2.61166	2.93574	1.75178	3.50617	3.23314	1.70163	-1.271388e+001	-1.464533e+002	-1.591671e+002
79	0.179651	0.187967	2.71246	2.91839	1.86494	3.50617	3.23314	1.70163	-1.271388e+001	-1.456052e+002	-1.583191e+002
80	0.179651	0.187967	3.29568	2.91839	1.86494	3.48177	2.87544	1.70163	-1.271388e+001	-1.489648e+002	-1.616787e+002
81	0.179651	0.187967	3.29568	3.10652	1.8597	3.29355	3.19243	1.70163	-1.271388e+001	-1.437254e+002	-1.564392e+002
82	0.145871	0.187967	2.81092	2.72386	1.9109	2.92085	3.30249	1.70163	-1.271388e+001	-1.379609e+002	-1.506747e+002
83	0.145871	0.187967	2.88687	2.71915	2.08515	2.78158	3.30249	1.70163	-1.271388e+001	-1.341581e+002	-1.468720e+002
84	0.145871	0.187967	2.44893	2.71915	2.12805	2.87362	3.30249	1.70163	-1.271388e+001	-1.371484e+002	-1.498623e+002
85	0.155301	0.187967	2.44893	2.71915	2.12805	2.85873	3.30249	1.70163	-1.271388e+001	-1.361597e+002	-1.488736e+002
86	0.155301	0.187967	2.44893	2.91725	2.12805	2.85873	3.01707	1.70163	-1.271388e+001	-1.346357e+002	-1.473496e+002
87	0.155301	0.164791	2.42632	2.91725	2.12805	2.85873	3.15454	1.70163	-1.271388e+001	-1.340309e+002	-1.467448e+002
88	0.155301	0.164791	2.42632	2.91725	2.02976	2.84101	3.16147	1.70163	-1.271388e+001	-1.331729e+002	-1.458868e+002
89	0.155301	0.164791	2.42632	2.91725	2.06127	2.55274	3.06327	1.70163	-1.271388e+001	-1.305396e+002	-1.432535e+002
90	0.155301	0.164791	2.62915	3.03067	2.06127	2.55274	3.06327	1.70163	-1.271388e+001	-1.294321e+002	-1.421460e+002
91	0.155301	0.164791	2.62915	2.92694	2.11594	2.55274	3.06327	1.70163	-1.271388e+001	-1.284827e+002	-1.411965e+002
92	0.155301	0.164791	2.3109	3.10721	2.22461	2.22013	3.07682	1.70163	-1.271388e+001	-1.277963e+002	-1.405102e+002
93	0.155301	0.164791	2.32008	3.34729	2.22461	2.22013	3.07682	1.70163	-1.271388e+001	-1.283887e+002	-1.411026e+002
94	0.155301	0.164791	2.32008	3.34729	2.24607	2.24134	3.07682	1.70163	-1.271388e+001	-1.278940e+002	-1.406079e+002
95	0.155231	0.164791	2.32008	3.34729	2.28488	2.2353	2.98572	1.70163	-1.271388e+001	-1.277069e+002	-1.404208e+002
96	0.155231	0.164791	2.74648	2.83778	2.28488	2.2353	2.98572	1.70163	-1.271388e+001	-1.254286e+002	-1.381425e+002
97	0.155231	0.164791	2.74648	3.04299	2.33411	2.2353	2.98572	1.83042	-1.271388e+001	-1.240608e+002	-1.367747e+002
98	0.155231	0.164791	2.95899	3.04299	2.23066	2.2353	2.98572	1.74667	-1.271388e+001	-1.259828e+002	-1.386966e+002
99	0.155231	0.164791	2.95899	3.33676	2.56636	2.06643	3.03349	1.74667	-1.271388e+001	-1.235302e+002	-1.362440e+002
100	0.155231	0.159585	2.95899	3.33676	2.56636	2.06643	3.03349	1.6928	-1.271388e+001	-1.240773e+002	-1.367912e+002
101	0.155231	0.159585	3.02143	3.33676	2.4031	2.06643	3.03349	1.6928	-1.271388e+001	-1.248888e+002	-1.376027e+002
102	0.155231	0.159585	3.02143	3.03028	2.4031	2.06643	3.03349	1.89417	-1.271388e+001	-1.249632e+002	-1.376771e+002
103	0.155231	0.159585	3.02143	3.11111	2.4031	2.06643	3.03349	1.89417	-1.271388e+001	-1.249888e+002	-1.377027e+002
104	0.155231	0.159585	3.02143	2.56424	2.3854	2.06643	2.76337	1.95664	-1.271388e+001	-1.270422e+002	-1.397561e+002
105	0.155841	0.159585	3.02143	2.56424	2.50811	2.06643	2.72766	1.95664	-1.271388e+001	-1.263378e+002	-1.390517e+002
106	0.155841	0.154697	3.11213	2.65986	2.47435	2.06643	3.15942	1.73053	-1.271388e+001	-1.258012e+002	-1.385151e+002
107	0.155841	0.154697	3.11213	2.58111	2.47435	2.06643	3.15942	1.80077	-1.271388e+001	-1.271663e+002	-1.398802e+002
108	0.155841	0.154697	2.44687	2.58111	2.44664	2.06643	3.15942	1.80077	-1.271388e+001	-1.270347e+002	-1.397486e+002
109	0.155841	0.154697	2.44687	2.58111	2.44664	2.06643	3.15942	1.80077	-1.271388e+001	-1.270347e+002	-1.397486e+002
110	0.155985	0.154697	2.44687	2.76702	2.44664	2.06643	3.15942	1.86652	-1.271388e+001	-1.269629e+002	-1.396768e+002
111	0.156887	0.149728	2.44687	2.76702	2.44664	2.06643	3.16859	1.86652	-1.271388e+001	-1.275564e+002	-1.402703e+002
112	0.156887	0.149728	2.44687	2.76702	2.40897	2.02811	3.16859	1.59143	-1.271388e+001	-1.264858e+002	-1.391997e+002
113	0.156887	0.149728	2.34044	2.76702	2.40897	2.02811	3.16859	1.70335	-1.271388e+001	-1.266257e+002	-1.393396e+002
114	0.156887	0.153977	2.34044	3.00488	2.40897	2.02811	3.16859	1.70335	-1.271388e+001	-1.254886e+002	-1.382025e+002
115	0.17723	0.153977	2.34044	3.00488	2.39112	2.15239	3.16859	1.70335	-1.271388e+001	-1.259826e+002	-1.386965e+002
116	0.17723	0.153977	2.34044	3.00488	2.39112	2.15239	3.10358	1.64175	-1.271388e+001	-1.263496e+002	-1.390635e+002
117	0.17723	0.153977	2.34044	3.00561	2.39112	2.15239	3.4411	1.51156	-1.271388e+001	-1.272063e+002	-1.399202e+002
118	0.17723	0.153977	2.93865	3.00561	2.39112	2.15239	3.4411	1.62033	-1.271388e+001	-1.258391e+002	-1.385530e+002
119	0.17723	0.153977	2.64737	3.21908	2.52673	2.18799	3.4411	1.62033	-1.271388e+001	-1.265714e+002	-1.392853e+002
120	0.181948	0.153977	2.64737	3.21908	2.52673	1.64338	3.4411	1.62033	-1.271388e+001	-1.290387e+002	-1.417525e+002
121	0.156466	0.153977	2.64737	3.21908	2.52673	2.08448	3.4411	1.62033	-1.271388e+001	-1.248161e+002	-1.375300e+002
122	0.156466	0.153977	2.64737	2.89224	2.52673	2.08448	3.4411	1.62033	-1.271388e+001	-1.248106e+002	-1.375244e+002
123	0.156466	0.153977	2.64737	2.89224	2.52673	2.08448	3.4411	1.67456	-1.271388e+001	-1.255914e+002	-1.383053e+002
124	0.156466	0.153977	2.85292	2.89224	2.54723	2.08448	3.24369	1.67456	-1.271388e+001	-1.238313e+002	-1.365452e+002
125	0.148524	0.153977	2.85292	2.95192	2.36187	2.08448	3.20274	1.68103	-1.271388e+001	-1.249376e+002	-1.376515e+002
126	0.148524	0.153977	2.66905	2.95192	2.47567	1.96854	3.20274	1.65038	-1.271388e+001	-1.237807e+002	-1.364946e+002
127	0.148524	0.153977	2.85004	2.95192	2.5662	1.96854	3.26424	1.65038	-1.271388e+001	-1.233279e+002	-1.360418e+002
128	0.148524	0.153977	2.85004	2.95192	2.5662	1.96854	3.26424	1.65038	-1.271388e+001	-1.233279e+002	-1.360418e+002
129	0.148524	0.153977	3.04331	2.95192	2.5662	1.96854	3.26424	1.65038	-1.271388e+001	-1.240506e+002	-1.367645e+002
130	0.148524	0.153977	3.04331	2.68045	2.5662	1.96854	3.26424	1.57781	-1.271388e+001	-1.255657e+002	-1.382796e+002
131	0.148524	0.153977	2.83501	2.68045	2.5662	1.96854	3.26424	1.57781	-1.271388e+001	-1.248149e+002	-1.375287e+002
132	0.148524	0.153977	2.83501	2.68045	2.5662	1.93595	3.26424	1.58095	-1.271388e+001	-1.247268e+002	-1.374407e+002
133	0.148524	0.194223	2.63895	2.68045	2.5662	1.93595	3.38229	1.63492	-1.271388e+001	-1.255644e+002	-1.382783e+002
134	0.181289	0.194223	2.63895	2.68045	2.5662	1.93595	3.38229	1.52181	-1.271388e+001	-1.258071e+002	-1.385210e+002
135	0.181289	0.194223	3.04734	2.68045	2.50815	2.02536	3.38229	1.55586	-1.271388e+001	-1.267231e+002	-1.394370e+002
136	0.181289	0.194223	2.55059	2.68045	2.50815	2.02536	3.38229	1.55586	-1.271388e+001	-1.262676e+002	-1.389815e+002
137	0.181289	0.194223	2.55059	2.68045	2.50815	2.02536	3.38229	1.57515	-1.271388e+001	-1.261966e+002	-1.389105e+002
138	0.181289	0.194223	2.55059	2.68045	2.50815	2.02536	3.38229	1.55469	-1.271388e+001	-1.262739e+002	-1.389877e+002
139	0.181289	0.194223	2.55059	2.95563	2.50815	2.02536	3.43149	1.55469	-1.271388e+001	-1.252289e+002	-1.379428e+002
140	0.15704	0.194223	2.55059	2.95563	2.50815	2.02536	3.43149	1.55469	-1.271388e+001	-1.246823e+002	-1.373961e+002
141	0.15704	0.147487	2.55059	2.95563	2.50815	2.02536	3.30567	1.55469	-1.271388e+001	-1.247059e+002	-1.374197e+002
142	0.15704	0.147487	2.55059	3.01112	2.57122	1.8866	3.30567	1.67334	-1.271388e+001	-1.240593e+002	-1.367732e+002
143	0.15704	0.147487	2.43796	3.01112	2.57122	1.8866	3.30567	1.67334	-1.271388e+001	-1.246727e+002	-1.373866e+002
144	0.15704	0.147487	3.15241	2.9569	2.57122	1.8866	3.09188	1.67334	-1.271388e+001	-1.247544e+002	-1.374683e+002
145	0.15704	0.147487	3.15241	2.9569	2.77349	1.8866	3.09188	1.67334	-1.271388e+001	-1.247130e+002	-1.374269e+002
146	0.15704	0.147487	3.15241	2.9569	2.75336	1.8866	3.2416	1.74812	-1.271388e+001	-1.253068e+002	-1.380206e+002
147	0.15704	0.147487	2.37178	3.34826	2.75336	1.8866	3.2416	1.74812	-1.271388e+001	-1.259388e+002	-1.386527e+002
148	0.15704	0.147487	2.91614	3.34826	2.50348	1.8866	3.2416	1.73291	-1.271388e+001	-1.254587e+002	-1.381726e+002
149	0.15704	0.147487	2.85088	3.34826	2.50348	1.8866	3.2416	1.77984	-1.271388e+001	-1.260094e+002	-1.387233e+002
150	0.15704	0.147487	2.85088	3.34826	2.50348	1.8866	2.93671	1.68766	-1.271388e+001	-1.256742e+002	-1.383881e+002
151	0.15704	0.15742	2.85088	2.71028	2.80174	1.81422	2.93671	1.77968	-1.271388e+001	-1.228008e+002	-1.355147e+002
152	0.15704	0.15742	2.85088	2.71028	2.82636	1.81422	2.93671	1.88132	-1.271388e+001	-1.229934e+002	-1.357072e+002
153	0.15704	0.175758	2.85088	2.71028	2.82636	1.81422	2.93671	1.88132	-1.271388e+001	-1.225924e+002	-1.353063e+002
154	0.15704	0.154705	2.85088	2.71028	2.89073	1.81422	2.93671	1.90911	-1.271388e+001	-1.239415e+002	-1.366553e+002
155	0.15704	0.195497	2.85088	2.71028	2.89073	1.50788	2.93671	1.90911	-1.271388e+001	-1.259450e+002	-1.386589e+002
156	0.15704	0.195497	2.85088	2.71028	3.34802	1.50788	2.81601	1.78383	-1.271388e+001	-1.266627e+002	-1.393766e+002
157	0.15704	0.195497	2.85088	2.79916	3.34802	1.50788	2.81601	1.78383	-1.271388e+001	-1.261636e+002	-1.388775e+002
158	0.18383	0.195497	2.85088	2.79916	3.01423	1.50905	2.81601	1.78383	-1.271388e+001	-1.259938e+002	-1.387077e+002
159	0.144723	0.195497	2.85088	2.79916	3.1051	1.50905	2.81601	1.78383	-1.271388e+001	-1.258591e+002	-1.385730e+002
160	0.144723	0.188189	3.05599	2.79916	3.16715	1.48787	2.81601	1.94951	-1.271388e+001	-1.255288e+002	-1.382426e+002
161	0.144723	0.188189	3.33864	3.47256	3.27666	1.48787	2.81601	1.94951	-1.271388e+001	-1.289043e+002	-1.416182e+002
162	0.144723	0.188189	3.33864	3.47256	3.27666	1.48787	2.81601	1.90662	-1.271388e+001	-1.287946e+002	-1.415085e+002
163	0.144723	0.146201	3.33864	3.47256	3.27666	1.48787	2.65727	1.90662	-1.271388e+001	-1.313386e+002	-1.440525e+002
164	0.144723	0.146201	3.33864	2.41741	3.27666	1.48638	2.65727	1.90662	-1.271388e+001	-1.338993e+002	-1.466132e+002
165	0.144723	0.150501	3.28419	3.637	3.18724	1.48638	2.96378	1.7198	-1.271388e+001	-1.297036e+002	-1.424175e+002
166	0.181669	0.150501	2.59888	3.48776	3.11354	1.68538	2.93956	1.76205	-1.271388e+001	-1.259588e+002	-1.386726e+002
167	0.181669	0.153108	2.59888	3.4454	2.97265	1.68538	2.93956	1.92119	-1.271388e+001	-1.245672e+002	-1.372811e+002
168	0.172555	0.181083	2.59888	3.4454	2.97265	1.70741	2.93956	1.92119	-1.271388e+001	-1.235884e+002	-1.363023e+002
169	0.172555	0.181083	2.59888	2.83699	2.78102	1.75664	2.93956	1.72429	-1.271388e+001	-1.223772e+002	-1.350911e+002
170	0.150836	0.13194	2.59888	3.16798	2.72328	1.91556	2.93956	1.76755	-1.271388e+001	-1.263527e+002	-1.390666e+002
171	0.150836	0.13194	2.59888	3.16798	2.72328	1.91556	2.93956	1.71281	-1.271388e+001	-1.268983e+002	-1.396122e+002
172	0.150836	0.186658	2.59888	3.60208	2.60723	1.91556	2.82351	1.99827	-1.271388e+001	-1.255989e+002	-1.383128e+002
173	0.147805	0.156652	2.8133	3.60208	2.98979	1.75339	2.82351	1.84041	-1.271388e+001	-1.258368e+002	-1.385506e+002
174	0.147805	0.156652	2.8133	3.24508	2.98979	1.75339	2.82351	1.84041	-1.271388e+001	-1.237989e+002	-1.365128e+002
175	0.184724	0.156652	2.8133	3.24508	2.98979	1.75339	3.04472	1.84041	-1.271388e+001	-1.239464e+002	-1.366603e+002
176	0.184724	0.156652	2.8133	2.98907	2.92215	1.75339	3.04472	1.84041	-1.271388e+001	-1.230517e+002	-1.357655e+002
177	0.184724	0.156652	2.8133	2.98907	2.92215	1.75339	3.1555	1.84041	-1.271388e+001	-1.241872e+002	-1.369011e+002
178	0.184724	0.201531	2.8133	2.98907	2.92215	1.75339	2.93199	1.84041	-1.271388e+001	-1.241696e+002	-1.368835e+002
179	0.184724	0.201531	2.8133	2.98907	2.92215	1.75339	3.05737	1.84041	-1.271388e+001	-1.246072e+002	-1.373211e+002
180	0.164041	0.201531	2.8133	2.98907	2.74082	1.75339	3.05737	1.85344	-1.271388e+001	-1.235685e+002	-1.362824e+002
181	0.164041	0.201531	2.8133	3.08286	2.74082	1.75339	3.05737	1.7011	-1.271388e+001	-1.230333e+002	-1.357472e+002
182	0.164041	0.157131	2.81886	3.08286	2.70774	1.75339	3.0538	1.69644	-1.271388e+001	-1.217764e+002	-1.344903e+002
183	0.167225	0.181822	2.81886	3.08286	2.85309	1.75339	3.06338	1.8247	-1.271388e+001	-1.214769e+002	-1.341908e+002
184	0.167225	0.181822	2.6936	3.14846	2.85309	1.75339	2.86209	1.8247	-1.271388e+001	-1.215060e+002	-1.342199e+002
185	0.167225	0.181822	2.6936	3.14846	2.85309	1.75339	3.14924	1.8247	-1.271388e+001	-1.223188e+002	-1.350327e+002
186	0.153323	0.181822	3.16533	3.14846	2.85309	1.71493	3.14924	1.8247	-1.271388e+001	-1.241179e+002	-1.368318e+002
187	0.153323	0.181822	2.55842	3.14846	2.85309	1.71493	3.14924	1.8247	-1.271388e+001	-1.228739e+002	-1.355878e+002
188	0.161184	0.181822	2.55842	3.14846	2.85309	1.71493	3.11747	1.8247	-1.271388e+001	-1.222627e+002	-1.349766e+002
189	0.161184	0.181822	2.55842	3.14846	2.85309	1.71493	2.84763	1.8247	-1.271388e+001	-1.219018e+002	-1.346156e+002
190	0.181455	0.181822	2.55842	3.14846	2.85309	1.71493	2.84763	1.8247	-1.271388e+001	-1.225612e+002	-1.352751e+002
191	0.166048	0.181822	2.55842	3.14846	2.6713	1.69583	2.84763	1.83535	-1.271388e+001	-1.231207e+002	-1.358346e+002
192	0.166048	0.156877	2.55842	3.06011	2.67259	1.70364	2.84763	1.83535	-1.271388e+001	-1.231458e+002	-1.358597e+002
193	0.166048	0.156877	2.55842	3.06011	2.69798	1.69781	2.84763	1.90907	-1.271388e+001	-1.228382e+002	-1.355521e+002
194	0.166048	0.156877	2.78346	3.06011	2.69798	1.69781	2.84763	1.90907	-1.271388e+001	-1.224888e+002	-1.352027e+002
195	0.166048	0.157811	2.78346	3.06011	2.69798	1.80906	2.84763	1.7195	-1.271388e+001	-1.230671e+002	-1.357810e+002
196	0.166048	0.170367	2.78346	3.06011	2.69798	1.80906	2.79402	1.7195	-1.271388e+001	-1.235237e+002	-1.362376e+002
197	0.166048	0.170367	2.78346	3.06011	2.69798	1.83858	2.79402	1.7195	-1.271388e+001	-1.235083e+002	-1.362222e+002
